loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,mort_acc,credit_score,loan_default
20000,36,16.32516074189138,D,D3,7 years,MORTGAGE,44014.32,credit_card,25.26,1,1,29,0,37.5,34,0,643,0
10000,36,6.021904657730213,A,A3,4 years,RENT,93899.68,major_purchase,11.55,1,1,6,0,31.3,14,1,775,0
10000,60,5.760695825292377,A,A2,10+ years,RENT,95526.32,credit_card,,1,0,10,0,22.9,11,0,732,0
25000,36,16.93226210568311,D,D1,3 years,OWN,45078.59,other,6.59,1,0,9,0,17.5,22,1,650,0
10000,36,7.258173929559181,A,A1,5 years,RENT,20000.0,home_improvement,0.92,1,0,5,1,74.7,10,2,750,0
10000,36,19.32223426374876,E,E4,4 years,RENT,99331.81,debt_consolidation,21.3,0,1,27,0,31.0,30,1,623,1
25000,60,20.249796931418334,E,E3,10+ years,MORTGAGE,37546.81,small_business,28.69,1,0,14,0,33.4,26,1,643,0
15000,60,5.995026341168092,A,A1,5 years,RENT,53418.55,credit_card,,0,0,24,0,,25,1,752,0
5000,36,13.217426884178277,C,C2,2 years,RENT,49909.77,credit_card,35.53,0,3,26,0,6.0,26,0,650,1
15000,36,5.662184240953708,A,A5,10+ years,RENT,68218.62,medical,,0,1,12,0,52.7,21,1,734,0
20000,60,16.626248812200565,D,D3,10+ years,RENT,37293.24,credit_card,15.4,0,4,15,2,,27,0,658,0
20000,60,6.777362285241897,A,A5,4 years,OWN,27689.3,debt_consolidation,26.49,0,4,15,0,39.6,18,0,767,0
5000,60,22.288759372153407,F,F1,10+ years,RENT,59333.54,debt_consolidation,17.45,0,0,10,0,68.8,18,0,599,0
15000,36,10.057570114022592,B,B1,5 years,RENT,88956.04,debt_consolidation,34.93,1,1,25,1,31.5,35,0,724,0
15000,36,15.689490538216976,D,D3,9 years,RENT,50315.94,debt_consolidation,0.56,2,2,27,2,90.6,28,0,634,1
15000,36,6.057121627261073,A,A4,3 years,OTHER,50223.86,home_improvement,34.65,0,1,12,0,56.7,22,3,725,0
5000,60,9.886128408131349,B,B5,2 years,MORTGAGE,26584.61,medical,36.6,2,1,27,0,3.4,36,3,737,0
10000,60,13.184150396774806,C,C3,6 years,MORTGAGE,73750.21,home_improvement,31.53,0,1,25,1,53.0,34,3,684,0
20000,60,13.8989049888257,C,C2,4 years,MORTGAGE,,major_purchase,24.73,0,1,21,0,40.3,24,3,695,0
10000,60,25.568358636884195,G,G3,< 1 year,MORTGAGE,50799.79,debt_consolidation,11.0,0,0,21,0,26.3,29,1,588,1
35000,60,6.441959780598634,A,A2,< 1 year,RENT,30193.65,credit_card,6.57,0,3,2,0,6.2,6,1,731,0
35000,36,6.567494895666464,A,A1,7 years,MORTGAGE,56902.8,debt_consolidation,40.15,0,1,23,0,96.1,32,0,773,0
15000,60,9.819397835813024,B,B1,4 years,OWN,59846.15,debt_consolidation,44.99,1,1,22,2,27.0,22,4,702,1
25000,36,8.52045652693066,B,B4,< 1 year,RENT,52860.57,debt_consolidation,7.42,0,2,3,0,77.9,9,1,718,0
20000,36,19.228425191693464,E,E4,5 years,MORTGAGE,28286.03,home_improvement,17.2,4,3,2,0,31.5,4,1,613,1
10000,36,21.24380414702507,F,F1,1 year,MORTGAGE,63082.42,major_purchase,10.3,1,2,17,0,59.4,26,2,572,1
15000,36,18.978880578204535,E,E3,2 years,MORTGAGE,59730.62,credit_card,9.23,1,1,24,0,90.8,34,2,643,1
35000,36,7.159014202528287,A,A5,9 years,RENT,69651.29,debt_consolidation,31.64,0,2,28,2,67.2,28,1,741,0
10000,36,13.09694352329833,C,C5,< 1 year,RENT,49922.95,debt_consolidation,42.11,2,3,11,2,37.1,16,1,651,0
20000,60,17.220920513691894,D,D3,5 years,MORTGAGE,117023.81,debt_consolidation,17.93,0,0,28,1,44.7,42,0,629,0
20000,36,10.277636039026602,B,B1,3 years,RENT,54114.77,home_improvement,37.84,0,2,21,0,86.5,34,1,738,0
10000,60,17.111898016984128,D,D4,10+ years,MORTGAGE,125117.38,debt_consolidation,39.35,0,0,27,0,45.7,34,2,670,0
20000,60,10.024150636859542,B,B3,< 1 year,RENT,61927.46,small_business,30.96,0,0,12,0,46.6,20,0,720,0
30000,60,8.832198278932903,B,B5,5 years,RENT,27038.38,other,35.06,0,1,18,0,5.8,21,1,727,0
10000,60,19.0385853229492,E,E3,8 years,RENT,89454.74,home_improvement,4.03,0,1,25,0,88.8,39,1,629,0
10000,60,9.90815559492982,B,B4,10+ years,RENT,43542.04,debt_consolidation,35.6,1,0,27,1,13.6,28,1,735,0
10000,36,24.60209716366156,G,G3,3 years,MORTGAGE,41503.7,debt_consolidation,6.74,0,1,28,1,52.8,42,0,536,0
25000,60,9.25029919957717,B,B3,7 years,RENT,100998.14,home_improvement,32.6,0,1,16,0,53.4,28,1,683,0
20000,36,7.372703446518282,A,A2,3 years,RENT,25600.19,debt_consolidation,43.01,0,0,10,0,7.3,23,0,762,0
20000,36,9.91173708065075,B,B3,7 years,RENT,20000.0,credit_card,12.81,0,1,3,3,29.3,8,2,738,1
25000,36,5.71326997856893,A,A2,1 year,RENT,47502.08,home_improvement,,0,0,4,0,49.4,7,0,755,0
35000,60,13.442404127490088,C,C3,3 years,OWN,64917.41,credit_card,21.21,3,0,23,0,62.9,24,1,708,0
10000,60,7.087574778786047,A,A5,5 years,MORTGAGE,91174.78,debt_consolidation,,0,0,25,0,48.1,27,2,744,0
25000,60,17.326626089210556,D,D2,< 1 year,MORTGAGE,59095.34,home_improvement,0.85,0,1,17,0,32.7,29,0,661,0
15000,36,19.870247673758822,E,E3,2 years,RENT,20000.0,credit_card,34.33,0,2,20,0,39.2,32,2,621,1
10000,60,8.691415871188193,B,B5,1 year,RENT,30254.67,debt_consolidation,40.09,0,1,24,0,78.3,33,1,733,0
10000,36,7.030552437205178,A,A1,10+ years,RENT,25443.01,other,12.08,0,0,24,0,99.0,37,4,759,0
15000,60,13.312598811083166,C,C2,6 years,RENT,20000.0,credit_card,30.26,0,2,13,0,14.1,21,3,676,0
30000,36,19.412266431470172,E,E3,7 years,MORTGAGE,48918.27,small_business,27.54,0,1,27,1,91.8,36,1,604,1
15000,36,13.52107622760602,C,C3,10+ years,MORTGAGE,73610.68,debt_consolidation,14.6,0,0,22,0,53.0,32,2,669,0
20000,36,6.550236355919434,A,A2,4 years,RENT,97025.3,credit_card,12.29,0,0,29,0,92.3,31,0,724,0
5000,36,13.864581505019213,C,C4,1 year,RENT,72973.24,credit_card,39.16,0,4,11,0,74.6,20,1,659,0
5000,36,13.863192048830076,C,C3,2 years,RENT,38760.38,other,17.88,1,4,20,0,77.8,23,3,681,0
35000,60,8.950898646741708,B,B2,8 years,MORTGAGE,103716.46,small_business,44.87,0,0,24,0,13.3,36,1,681,0
30000,36,6.381164381820904,A,A3,10+ years,MORTGAGE,47751.83,credit_card,37.43,0,1,16,0,92.6,17,0,748,0
15000,60,24.397040270999014,G,G5,5 years,MORTGAGE,56177.78,credit_card,37.55,0,0,11,0,33.0,18,2,532,0
10000,36,6.161435705677411,A,A5,3 years,OTHER,36411.51,credit_card,9.8,0,0,10,0,85.6,12,2,729,0
5000,36,8.946186357341194,B,B2,10+ years,RENT,46768.98,debt_consolidation,18.67,0,1,18,0,71.8,30,1,722,0
35000,36,6.523836998483941,A,A1,4 years,RENT,42078.36,major_purchase,5.49,0,1,22,3,46.9,26,1,721,0
5000,36,12.00128774349432,C,C1,1 year,MORTGAGE,23649.42,debt_consolidation,16.94,0,0,19,0,35.7,33,4,670,0
10000,36,13.58280326613974,C,C3,3 years,RENT,79397.33,other,44.91,0,0,13,0,36.8,21,2,661,0
25000,36,8.81788041480184,B,B4,10+ years,MORTGAGE,59910.51,other,28.46,2,0,6,0,20.4,18,1,683,0
35000,36,12.548245329382855,C,C1,10+ years,RENT,87284.99,medical,15.1,0,0,10,2,43.5,13,1,662,0
10000,36,15.849820889483867,D,D3,10+ years,OWN,,credit_card,13.14,0,1,18,0,43.4,21,0,626,1
25000,36,9.20790653620724,B,B2,10+ years,RENT,82725.46,credit_card,9.62,0,1,19,1,27.7,25,0,684,0
15000,36,21.15406450572515,F,F5,1 year,MORTGAGE,21136.03,small_business,4.97,0,0,23,0,63.3,33,1,600,0
20000,60,10.217814604087039,B,B4,5 years,MORTGAGE,74971.45,credit_card,7.62,4,1,14,1,3.9,27,1,687,0
5000,60,9.329897126707802,B,B3,8 years,RENT,81265.58,debt_consolidation,16.48,0,1,10,0,34.2,23,2,737,0
30000,36,22.848439894566305,F,F3,10+ years,OTHER,29053.75,debt_consolidation,19.29,0,3,5,0,67.4,7,1,589,0
25000,36,18.59392315172595,E,E1,10+ years,MORTGAGE,105878.71,debt_consolidation,17.2,2,2,25,0,56.3,32,1,614,1
35000,36,8.845191578354399,B,B3,4 years,MORTGAGE,138011.28,debt_consolidation,6.86,1,1,25,1,96.9,29,1,733,0
20000,36,20.17165324343851,E,E2,10+ years,RENT,38372.59,home_improvement,12.6,0,3,19,0,23.8,29,0,637,0
30000,60,12.92762162774337,C,C1,6 years,RENT,129267.48,debt_consolidation,19.99,0,1,19,0,79.6,20,4,675,0
20000,60,8.61888626386537,B,B2,1 year,OTHER,20000.0,home_improvement,3.79,0,0,19,2,34.3,32,0,739,0
20000,36,18.59335917117269,E,E4,< 1 year,RENT,49923.15,debt_consolidation,2.26,0,0,22,1,38.9,27,0,622,0
5000,36,17.28970650986131,D,D3,10+ years,RENT,20000.0,credit_card,35.73,0,0,21,0,67.7,27,2,663,0
25000,60,9.023414293398824,B,B5,10+ years,RENT,94635.52,debt_consolidation,8.99,4,2,29,0,17.6,43,1,739,0
15000,36,16.32176646782524,D,D2,7 years,MORTGAGE,21629.01,home_improvement,13.64,0,1,23,1,24.7,31,3,664,0
20000,36,10.294017909096485,B,B4,8 years,RENT,20000.0,other,4.51,0,0,21,0,69.3,30,0,716,0
20000,36,6.835273551333497,A,A3,7 years,MORTGAGE,63411.38,home_improvement,8.31,0,3,23,0,50.3,30,0,757,0
25000,60,25.540896298978737,G,G5,10+ years,MORTGAGE,100888.25,debt_consolidation,37.64,0,1,7,0,63.0,21,4,569,0
20000,36,12.94300120978206,C,C5,3 years,RENT,42502.02,other,41.58,0,1,14,1,44.6,22,1,709,0
20000,36,13.390499037268011,C,C4,3 years,MORTGAGE,58793.33,home_improvement,18.54,1,1,19,0,0.5,19,1,692,0
20000,36,13.168638695586623,C,C3,6 years,OWN,155926.75,major_purchase,9.57,0,0,23,0,2.0,35,1,668,0
20000,36,12.340577637500559,C,C3,2 years,MORTGAGE,30625.58,major_purchase,31.28,0,0,19,0,93.4,23,0,651,1
15000,36,9.645373433918062,B,B4,6 years,MORTGAGE,30065.69,home_improvement,9.18,0,3,18,0,14.7,32,3,727,0
25000,36,25.85116681047498,G,G5,10+ years,MORTGAGE,103919.66,home_improvement,30.65,0,0,7,0,3.4,16,1,559,0
25000,60,16.190465740283706,D,D2,3 years,RENT,61981.91,home_improvement,30.86,0,4,15,3,65.2,18,2,645,0
20000,36,16.487757271338204,D,D5,7 years,RENT,127376.63,home_improvement,35.99,0,0,19,0,91.4,23,1,677,1
10000,36,12.832169384603615,C,C5,10+ years,OWN,24898.34,debt_consolidation,11.45,0,5,26,0,62.5,40,0,659,0
15000,36,9.877256744266774,B,B1,7 years,OWN,20000.0,home_improvement,14.43,0,1,19,0,38.7,20,0,682,0
30000,60,6.754035084162248,A,A2,1 year,RENT,22914.76,major_purchase,11.33,0,1,15,0,64.7,15,0,765,0
30000,36,9.454113669872573,B,B2,7 years,MORTGAGE,82787.3,debt_consolidation,28.77,0,1,25,0,57.1,35,0,736,0
10000,36,5.594560264038995,A,A3,7 years,MORTGAGE,111339.12,credit_card,43.92,2,1,15,0,26.5,15,3,770,0
35000,36,16.029072639370163,D,D2,3 years,MORTGAGE,102992.63,credit_card,18.9,4,0,12,0,87.7,20,3,673,1
10000,36,19.129054778725493,E,E2,7 years,OWN,75602.28,home_improvement,15.15,1,2,4,1,55.4,6,3,642,0
30000,60,9.96498237633092,B,B1,9 years,MORTGAGE,114885.3,home_improvement,26.1,0,0,6,0,84.0,6,2,721,0
35000,36,9.292575089380556,B,B1,10+ years,MORTGAGE,37630.26,home_improvement,15.91,0,0,26,1,66.3,33,0,736,0
20000,36,16.25660991709212,D,D3,10+ years,MORTGAGE,20000.0,debt_consolidation,5.03,0,1,6,0,68.6,9,2,640,0
35000,60,6.391727163109259,A,A2,6 years,RENT,20534.68,medical,22.28,0,5,23,0,1.1,34,0,765,0
20000,36,21.863967894475667,F,F3,9 years,MORTGAGE,22653.49,debt_consolidation,26.37,0,0,23,0,79.6,32,2,565,1
15000,36,9.93534190185133,B,B2,< 1 year,MORTGAGE,20000.0,debt_consolidation,19.46,0,0,26,0,65.1,29,1,712,0
25000,36,6.840617065718767,A,A2,9 years,RENT,23949.19,credit_card,34.41,0,2,19,0,66.8,22,3,737,0
10000,36,7.0257358180387515,A,A5,3 years,MORTGAGE,31092.25,credit_card,30.5,0,1,29,0,74.8,35,1,777,0
10000,36,21.41482494295565,F,F5,1 year,MORTGAGE,77969.03,debt_consolidation,20.68,0,4,14,0,97.3,25,0,586,0
10000,36,9.982899802129545,B,B2,5 years,RENT,64639.31,debt_consolidation,42.72,0,0,9,2,65.7,15,0,692,0
20000,60,16.09239592836324,D,D1,2 years,RENT,133931.92,other,26.41,3,0,11,0,88.6,25,0,654,0
25000,36,5.500124266685032,A,A5,10+ years,MORTGAGE,25751.05,credit_card,16.2,0,0,25,0,37.7,26,3,724,0
30000,36,9.779168551923002,B,B4,2 years,MORTGAGE,67770.14,medical,16.88,0,5,18,0,25.6,25,1,687,0
30000,36,18.52359376310109,E,E3,10+ years,MORTGAGE,119329.18,credit_card,0.98,3,3,21,0,55.4,21,0,616,0
30000,36,5.695988309628892,A,A4,10+ years,MORTGAGE,39873.39,debt_consolidation,30.22,0,3,6,0,,9,0,758,0
25000,60,5.582263577510971,A,A2,10+ years,RENT,41476.01,home_improvement,33.53,0,2,14,0,49.4,27,2,755,0
30000,60,13.212726659962275,C,C3,5 years,RENT,124124.68,credit_card,10.04,1,2,21,0,0.4,28,0,653,0
10000,36,18.91577497753509,E,E2,3 years,RENT,43759.62,credit_card,34.58,0,1,28,3,81.4,29,2,631,0
25000,36,10.118331295524715,B,B4,5 years,RENT,128019.47,debt_consolidation,30.49,1,2,25,0,69.2,36,3,683,0
5000,36,6.21261440199602,A,A1,10+ years,MORTGAGE,22272.54,credit_card,2.45,0,5,10,0,3.5,23,2,769,0
10000,36,24.670356803205433,G,G3,3 years,MORTGAGE,143127.39,debt_consolidation,11.96,0,1,27,0,42.4,40,2,532,0
10000,36,16.529585410515455,D,D5,1 year,MORTGAGE,115203.07,debt_consolidation,45.0,1,1,6,0,94.4,11,2,621,1
10000,36,20.050080425229055,E,E1,9 years,MORTGAGE,,debt_consolidation,0.36,0,0,9,0,80.8,16,1,621,0
35000,60,16.892794198849188,D,D1,5 years,RENT,45029.16,major_purchase,41.41,0,5,7,1,25.5,8,4,668,0
15000,36,15.91308767069425,D,D5,3 years,RENT,25728.61,credit_card,36.78,0,2,18,0,55.8,26,2,666,0
30000,36,10.027015233849045,B,B5,< 1 year,RENT,40289.86,small_business,32.74,0,3,21,0,80.5,25,1,716,0
15000,36,9.51361825921689,B,B3,10+ years,RENT,21198.77,credit_card,25.05,0,1,2,0,33.4,2,1,690,0
25000,36,17.47481048951752,D,D1,3 years,MORTGAGE,20000.0,debt_consolidation,,0,1,24,0,99.7,31,2,678,1
15000,36,16.533618866819914,D,D3,< 1 year,MORTGAGE,25531.28,home_improvement,,0,0,15,0,85.6,20,1,621,0
35000,36,21.572361630745377,F,F2,10+ years,MORTGAGE,100922.0,credit_card,2.57,0,0,18,0,40.2,31,0,581,0
5000,60,13.522283768648816,C,C3,10+ years,RENT,,credit_card,25.27,0,2,5,0,66.9,8,3,695,0
25000,60,8.55858140258998,B,B1,7 years,RENT,123458.56,medical,39.62,0,2,15,0,89.7,18,3,717,0
35000,60,13.449263920470372,C,C5,7 years,RENT,93781.82,major_purchase,6.86,0,0,21,0,56.4,31,4,698,0
25000,36,16.586359506143943,D,D4,2 years,MORTGAGE,119425.19,home_improvement,10.79,0,1,16,1,,27,2,666,0
25000,60,12.351297340369584,C,C4,5 years,OWN,66624.84,debt_consolidation,6.7,0,0,19,0,,33,2,707,0
10000,36,18.548206797376512,E,E3,7 years,RENT,145726.57,major_purchase,28.03,0,2,3,0,41.9,11,0,621,0
15000,36,12.093161611881875,C,C2,3 years,RENT,22912.18,credit_card,34.31,0,0,27,0,67.6,37,3,700,1
10000,36,5.663574105568086,A,A5,8 years,RENT,123131.12,medical,37.84,0,4,25,0,,30,1,729,0
15000,60,12.97544714209225,C,C2,8 years,MORTGAGE,335999.77,debt_consolidation,10.65,0,0,4,0,28.0,13,1,660,0
5000,36,16.915172966011685,D,D2,10+ years,OWN,46253.51,major_purchase,31.53,0,0,13,1,54.3,22,0,623,0
25000,60,21.267605071932742,F,F5,1 year,MORTGAGE,52406.61,debt_consolidation,20.26,0,0,9,0,73.9,14,1,572,1
35000,36,12.31793908961879,C,C1,< 1 year,MORTGAGE,31168.13,credit_card,44.53,1,4,7,0,68.8,19,1,656,0
25000,60,13.628050681758234,C,C1,< 1 year,OWN,56377.78,home_improvement,31.63,0,0,21,0,40.5,34,2,700,0
25000,36,12.455846738811063,C,C4,10+ years,MORTGAGE,60577.99,other,4.62,1,1,2,0,12.5,14,1,680,0
20000,36,13.655806461404087,C,C2,7 years,MORTGAGE,20000.0,home_improvement,13.69,0,1,25,2,97.7,27,4,677,0
10000,36,5.690089733671938,A,A3,9 years,MORTGAGE,78215.17,credit_card,30.48,0,0,10,0,15.4,16,2,759,0
25000,60,22.673855374361974,F,F3,8 years,OWN,105425.47,credit_card,31.42,0,0,18,0,34.5,23,0,581,0
10000,36,22.465167146301916,F,F5,2 years,MORTGAGE,31929.93,major_purchase,17.64,0,0,6,0,62.7,19,0,594,1
15000,36,12.295334602420816,C,C4,8 years,RENT,41996.9,credit_card,13.39,0,1,24,0,5.8,24,2,650,0
30000,36,12.675886467696504,C,C3,8 years,RENT,90122.24,credit_card,11.51,0,3,26,0,40.9,36,2,693,0
15000,60,6.166224605887903,A,A3,10+ years,MORTGAGE,31022.83,debt_consolidation,14.54,0,4,9,0,57.1,18,0,773,0
10000,36,12.267687106023557,C,C4,4 years,MORTGAGE,84622.82,credit_card,3.93,4,2,28,0,35.1,40,0,652,0
5000,36,12.754236784303295,C,C2,7 years,RENT,64321.05,credit_card,16.41,0,0,25,0,84.5,34,2,654,0
25000,36,16.85567039435818,D,D1,4 years,RENT,219901.18,small_business,,1,0,12,0,23.2,18,1,628,0
10000,60,6.961098108679736,A,A3,2 years,MORTGAGE,50165.72,credit_card,9.92,0,0,21,0,97.7,27,0,757,0
20000,36,15.90580797102766,D,D5,9 years,MORTGAGE,,debt_consolidation,10.38,0,0,10,0,26.1,16,2,666,0
15000,36,9.943569656853764,B,B1,5 years,MORTGAGE,62835.74,debt_consolidation,,0,0,3,0,65.5,10,3,730,0
25000,36,16.033321350561998,D,D1,4 years,OWN,58069.79,debt_consolidation,22.62,0,1,28,0,,28,3,667,0
30000,36,15.585007487902208,D,D5,5 years,MORTGAGE,144230.7,debt_consolidation,29.83,0,0,29,2,93.6,31,0,655,0
10000,36,8.889268207774613,B,B5,10+ years,MORTGAGE,139759.31,debt_consolidation,39.15,0,0,9,1,62.7,16,3,722,0
25000,36,12.684474392241901,C,C1,7 years,RENT,34970.46,debt_consolidation,23.57,0,2,23,1,56.8,30,0,667,0
10000,36,18.57181548881768,E,E2,2 years,RENT,48274.97,credit_card,2.37,0,0,11,0,88.3,11,1,635,0
10000,36,15.690604108626466,D,D4,5 years,MORTGAGE,35711.62,debt_consolidation,14.8,0,0,8,2,57.9,21,2,631,0
15000,36,6.212494741194674,A,A4,1 year,RENT,32111.02,debt_consolidation,23.87,0,1,7,1,58.4,11,1,778,0
15000,36,13.849174296314466,C,C4,3 years,RENT,20000.0,small_business,32.26,0,3,19,0,29.3,29,0,652,0
35000,36,9.771604575752942,B,B5,4 years,RENT,149238.42,other,10.24,0,1,12,0,5.3,15,1,737,0
25000,36,17.368756169826703,D,D3,1 year,MORTGAGE,36235.76,debt_consolidation,34.01,2,0,24,0,88.3,29,2,648,0
30000,36,15.57447272226152,D,D5,10+ years,RENT,41453.81,home_improvement,33.07,1,1,4,0,2.8,5,1,659,0
10000,36,7.2361935218594,A,A3,7 years,MORTGAGE,285527.35,small_business,33.69,0,2,28,0,92.0,36,0,729,0
25000,36,15.771394047538504,D,D3,< 1 year,RENT,36896.92,debt_consolidation,29.94,0,1,14,0,80.1,16,0,639,0
20000,36,15.973888806315982,D,D4,1 year,RENT,48540.57,medical,10.45,0,2,16,0,27.3,25,2,672,0
5000,60,15.700630740990754,D,D3,10+ years,RENT,,home_improvement,26.38,1,1,23,0,9.0,32,0,620,0
25000,36,6.322394121870092,A,A4,1 year,RENT,66360.21,debt_consolidation,,0,0,19,2,97.0,19,1,731,0
30000,36,8.90490321542172,B,B5,8 years,MORTGAGE,37376.45,major_purchase,41.23,0,1,22,0,97.3,23,0,718,0
30000,36,13.47870492500474,C,C5,9 years,RENT,106294.68,other,,0,1,3,1,28.5,8,2,699,0
35000,36,7.009851431057905,A,A3,10+ years,RENT,59656.23,debt_consolidation,30.46,0,1,2,0,85.9,10,4,746,0
10000,60,12.580975017945917,C,C1,10+ years,OWN,57953.66,debt_consolidation,39.2,0,1,20,0,58.0,23,0,655,0
30000,36,7.09957874827873,A,A4,8 years,RENT,36161.66,debt_consolidation,15.07,0,1,27,0,37.1,40,2,728,0
35000,36,5.827308026115352,A,A2,8 years,RENT,50093.6,credit_card,11.41,4,0,5,0,46.1,11,2,774,0
25000,60,15.580506700039145,D,D2,5 years,RENT,97229.22,credit_card,,0,0,20,0,32.6,20,4,633,0
10000,36,8.830081424468226,B,B5,< 1 year,MORTGAGE,97421.58,home_improvement,23.32,0,1,26,0,11.7,33,0,715,0
15000,60,15.991553118970824,D,D3,7 years,RENT,41878.89,other,8.5,2,0,6,0,60.9,13,3,677,0
5000,36,5.600655577684177,A,A4,4 years,MORTGAGE,34050.35,debt_consolidation,26.51,0,3,5,0,92.7,5,2,742,0
5000,36,12.219572692783737,C,C2,5 years,RENT,91776.84,debt_consolidation,25.76,2,3,3,0,53.9,3,4,654,0
30000,36,9.105405397425983,B,B4,8 years,MORTGAGE,64912.15,credit_card,5.84,2,1,25,0,68.3,33,1,729,0
35000,36,20.204893069118494,E,E4,7 years,MORTGAGE,91684.15,debt_consolidation,31.13,0,1,3,0,,11,1,638,0
30000,36,20.21094441327272,E,E5,9 years,RENT,30292.41,small_business,41.28,0,1,2,0,52.2,16,1,629,0
10000,60,10.487151143857778,B,B1,8 years,OWN,53483.19,credit_card,41.9,0,2,3,1,45.5,12,3,735,0
20000,36,15.69601482125355,D,D3,10+ years,MORTGAGE,91821.04,debt_consolidation,6.7,1,1,23,1,30.3,28,0,667,0
15000,36,8.503682989725007,B,B3,10+ years,RENT,35338.55,debt_consolidation,37.04,1,0,12,0,69.3,18,0,721,0
15000,36,13.131222799823732,C,C3,4 years,MORTGAGE,168107.7,debt_consolidation,33.65,0,0,11,2,11.2,17,0,670,1
15000,36,6.706490956191914,A,A5,6 years,RENT,144081.9,small_business,43.26,0,0,25,0,3.8,26,0,723,0
35000,36,12.472350029709704,C,C1,< 1 year,RENT,47939.27,major_purchase,11.09,0,2,20,0,98.2,27,2,694,0
25000,60,10.094083431331415,B,B3,3 years,MORTGAGE,48144.78,debt_consolidation,25.93,0,0,7,0,92.0,19,2,731,0
30000,36,20.41190520991661,E,E2,6 years,RENT,65690.12,other,24.12,0,0,11,0,1.4,24,2,632,0
5000,36,12.663374077941754,C,C5,4 years,MORTGAGE,59993.19,home_improvement,37.28,0,1,19,0,25.1,25,0,689,0
15000,36,13.891671129816888,C,C2,5 years,MORTGAGE,112281.33,medical,3.41,1,0,23,0,37.4,29,1,693,0
20000,36,8.708547742229516,B,B2,6 years,MORTGAGE,31936.39,debt_consolidation,23.51,0,1,10,0,,16,2,696,0
20000,60,9.451281270246618,B,B1,10+ years,RENT,32140.4,debt_consolidation,20.27,1,1,26,0,39.5,30,3,687,0
30000,36,8.894337083070631,B,B3,< 1 year,MORTGAGE,63741.56,home_improvement,,0,1,19,0,72.1,33,4,718,0
10000,60,22.168863659002163,F,F1,7 years,MORTGAGE,72908.81,other,36.95,0,0,11,0,99.9,25,1,617,1
5000,36,18.642260286297077,E,E3,7 years,RENT,53022.31,debt_consolidation,43.0,2,3,15,0,82.4,25,0,598,0
30000,60,6.508725827607326,A,A2,4 years,MORTGAGE,92716.8,home_improvement,31.29,0,5,11,0,,22,1,724,0
20000,36,15.846343322829663,D,D3,9 years,MORTGAGE,123058.37,major_purchase,10.75,0,4,15,1,65.7,22,1,663,0
20000,60,12.834901619146292,C,C4,10+ years,RENT,84819.92,credit_card,29.85,1,0,15,0,66.8,29,1,675,0
30000,36,6.876104401694206,A,A4,8 years,MORTGAGE,67692.71,home_improvement,,1,1,22,0,33.6,33,3,775,0
25000,60,12.667570523323912,C,C1,8 years,MORTGAGE,47575.23,home_improvement,13.28,0,0,12,1,,20,0,678,1
25000,36,6.580893949151251,A,A1,2 years,RENT,56670.65,home_improvement,26.25,0,3,15,0,16.6,24,2,751,0
10000,60,10.442989024910899,B,B2,10+ years,RENT,,other,4.57,3,3,11,0,4.9,22,2,683,0
20000,36,17.25063368626632,D,D3,1 year,OTHER,26536.14,home_improvement,6.59,0,0,9,0,30.9,21,2,678,0
15000,36,10.493933474078101,B,B5,10+ years,RENT,115292.85,credit_card,17.92,0,5,15,0,45.0,28,4,700,0
20000,36,21.35408253220654,F,F1,10+ years,RENT,155153.23,debt_consolidation,,4,1,2,1,61.4,6,0,586,0
20000,36,16.48826567484743,D,D1,9 years,OTHER,23867.44,credit_card,19.28,0,1,2,0,0.3,8,1,658,1
5000,36,20.068481238107996,E,E4,3 years,RENT,75199.96,debt_consolidation,1.67,1,3,29,0,96.5,41,3,642,0
15000,36,17.358006068556353,D,D5,6 years,MORTGAGE,21704.07,other,36.29,1,0,28,0,78.9,39,2,668,0
15000,60,18.981783269297214,E,E5,10+ years,MORTGAGE,145623.81,debt_consolidation,13.33,4,3,17,0,34.3,18,3,637,0
20000,36,10.475514678767146,B,B3,< 1 year,RENT,53636.87,medical,41.11,1,1,29,0,97.2,35,0,686,0
5000,36,12.882700464599019,C,C1,3 years,OWN,245626.14,debt_consolidation,10.69,0,0,25,0,61.6,32,1,655,0
30000,36,13.544210645744785,C,C3,2 years,RENT,36976.03,debt_consolidation,29.9,0,0,12,0,91.6,20,0,700,0
15000,60,22.036768424609505,F,F3,7 years,MORTGAGE,39900.97,small_business,20.57,0,0,2,0,25.5,10,0,615,0
15000,36,6.0952049289102,A,A3,1 year,RENT,68854.6,debt_consolidation,0.92,0,0,11,0,55.0,20,1,758,0
20000,60,12.217800841811206,C,C3,3 years,MORTGAGE,,other,27.42,0,0,10,0,33.8,15,1,705,0
25000,36,15.823700626245348,D,D3,10+ years,RENT,88145.33,debt_consolidation,1.43,0,3,29,0,86.4,40,0,639,0
15000,60,9.794791271099342,B,B4,7 years,RENT,97187.68,other,2.42,0,0,2,0,40.2,11,1,701,0
10000,60,19.60773524805884,E,E1,6 years,MORTGAGE,47306.01,credit_card,29.76,1,1,2,0,56.6,16,2,600,1
10000,36,9.365513921181694,B,B1,1 year,MORTGAGE,97861.76,credit_card,22.38,0,0,23,0,15.9,37,0,728,0
